win_idx,label,acc_v,acc_m,acc_u,acc_mv,acc_ds_eq,acc_ds_static,P_v,P_m,P_u
406,1,1.0,1.0,0.45,1.0,0.0,1.0,0.9999316,0.9999999999979522,0.43113412444327787
407,1,1.0,1.0,0.4166666666666667,1.0,0.0,1.0,1.0,0.9999999999972496,0.4288613801304325
408,1,1.0,1.0,0.43333333333333335,1.0,0.0,1.0,1.0,0.9999999999940961,0.4320504745550951
409,1,1.0,1.0,0.48333333333333334,1.0,0.0,1.0,0.9999994,0.9999999997566491,0.4626774862185904
410,1,1.0,1.0,0.5333333333333333,1.0,0.0,1.0,0.9999968,0.9999999999605088,0.49151973380021013
411,1,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.9999999999589172,0.4455091371752111
412,1,1.0,1.0,0.4666666666666667,1.0,0.0,1.0,1.0,0.9999999999738415,0.45722357449983053
413,0,1.0,0.9666666666666667,0.8833333333333333,1.0,0.0,1.0,2.951146e-11,0.3032613636667753,0.20805155681549142
414,0,1.0,1.0,1.0,1.0,1.0,1.0,8.449353e-16,0.005846817556624795,0.11498383420923204
415,0,1.0,1.0,1.0,1.0,1.0,1.0,3.3388237e-10,0.005176781824725805,0.12181714090387155
416,0,1.0,1.0,1.0,1.0,1.0,1.0,1.5015027e-17,0.0034105107301100057,0.09826010525526184
417,0,1.0,1.0,1.0,1.0,1.0,1.0,2.4377753e-09,0.004197376030021705,0.14697351620509955
418,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,4.7845005e-12,0.004617767076614691,0.12928963756875728
419,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,1.0362801e-14,0.0037651223315283092,0.133977674855848
420,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,0.22879101,0.005281747169414664,0.11876764799948573
421,0,1.0,1.0,1.0,1.0,1.0,1.0,0.009961161,0.003763589525114506,0.13036352393001016
422,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,4.556251e-05,0.003632570220053289,0.15422924039549366
423,0,1.0,1.0,1.0,1.0,1.0,1.0,3.2130995e-08,0.0037000560094531546,0.12664720741039173
424,0,1.0,1.0,1.0,1.0,1.0,1.0,7.8231706e-09,0.003450262488056681,0.09016753839691731
425,0,1.0,1.0,1.0,1.0,1.0,1.0,1.2620446e-06,0.00392608271863302,0.13055090512989034
426,0,1.0,1.0,1.0,1.0,1.0,1.0,3.9702746e-12,0.002880381923162559,0.10116915673593711
427,0,1.0,1.0,1.0,1.0,1.0,1.0,6.830297e-14,0.0050678532306326,0.1401873734888377
428,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,9.052616e-06,0.004979565812268463,0.12251442949561282
429,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,2.9305644e-08,0.005987227729379142,0.12052994923296492
430,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,8.277428e-09,0.004507080346792526,0.10019100715187212
431,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,3.5999077e-12,0.003592100558376911,0.11745534941627991
432,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,4.2226313e-11,0.00425690680291393,0.1578569392056729
