win_idx,label,acc_v,acc_m,acc_u,acc_fused,P_v,P_m,P_u,brightness,multipath_p,emi,w_v,w_m,w_u
0,0,1.0,0.0,1.0,1.0,1.9045936e-10,0.7844078007280342,0.017959888471902226,0.2873522458628842,0.0,20,0.787560623263724,0.0066928509242848554,0.9890130573694068
1,0,1.0,0.0,1.0,1.0,0.0032791751,0.7843957186102569,0.018006972447954527,0.608402420366528,0.0,20,0.9978195394145088,0.0066928509242848554,0.9890130573694068
2,0,1.0,0.0,1.0,1.0,0.11234929,0.78440787628123,0.017940393694755506,0.385451355001528,0.0,20,0.9416827403107698,0.0066928509242848554,0.9890130573694068
3,0,1.0,0.0,1.0,1.0,0.0042522443,0.784404020314129,0.017959786365954702,0.39723293689060324,0.0,20,0.9506634091836978,0.0066928509242848554,0.9890130573694068
4,0,1.0,0.0,1.0,1.0,1.5253337e-10,0.7844078762821204,0.017985619856516293,0.17423763064001768,0.0,20,0.40457566546440576,0.0066928509242848554,0.9890130573694068
5,0,1.0,0.0,1.0,1.0,0.00092317275,0.784407876284321,0.018014582222379408,0.3415011179910561,0.0,20,0.8930725038186946,0.0066928509242848554,0.9890130573694068
6,0,1.0,0.0,1.0,1.0,1.84005e-07,0.7844059352142438,0.018053433637474713,0.516598686258129,0.0,20,0.9914138387481809,0.0066928509242848554,0.9890130573694068
7,0,1.0,0.0,1.0,1.0,6.295136e-06,0.7844077342557937,0.0179586733318731,0.6475138734739179,0.0,20,0.9987861070046785,0.0066928509242848554,0.9890130573694068
8,0,1.0,0.0,1.0,1.0,3.706704e-10,0.7844078066734306,0.017993795048093127,0.2980605689245395,0.0,20,0.8131954394285134,0.0066928509242848554,0.9890130573694068
9,0,1.0,0.0,1.0,1.0,1.8699424e-05,0.7844078762853444,0.01795517560323687,0.35616458704694,0.0,20,0.9123337435434523,0.0066928509242848554,0.9890130573694068
10,0,1.0,0.0,1.0,1.0,2.4439876e-07,0.7844078760395838,0.01794498794200229,0.16631099608974492,0.0,20,0.37628773176001995,0.0066928509242848554,0.9890130573694068
