win_idx,label,acc_v,acc_m,acc_u,acc_mv,acc_ds_eq,acc_ds_static,acc_ours,P_v,P_m,P_u,w_v,w_m,w_u
0,0,1.0,0.18333333333333332,1.0,1.0,0.0,0.0,1.0,1.3183351e-14,0.804947333696273,0.017983599099547633,0.19036576181169357,0.9933071490757153,0.9890130573694068
1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5264057e-06,0.037976398980399326,0.017999777609842133,0.25899484655910254,0.9933071490757153,0.9890130573694068
2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013915532,0.004356869632206558,0.017980979121394392,0.12636026383714605,0.9933071490757153,0.9890130573694068
3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1254101e-10,0.004058686939269279,0.017994153186201463,0.13396954590969648,0.9933071490757153,0.9890130573694068
4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9245108e-07,0.004786832133804652,0.0180109061957665,0.1715336842224797,0.9933071490757153,0.9890130573694068
5,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0928706e-08,0.00442757421788015,0.018005712824834454,0.2138032281339085,0.9933071490757153,0.9890130573694068
6,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.8204635e-07,0.0041916038756462624,0.018015482250310706,0.26764537066177024,0.9933071490757153,0.9890130573694068
7,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0450789e-11,0.004127870238663209,0.018032861524962716,0.150916888689795,0.9933071490757153,0.9890130573694068
8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.096026e-05,0.003159797194285609,0.01796670669012481,0.35220018520369095,0.9933071490757153,0.9890130573694068
9,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.390369e-09,0.004122565090988553,0.018003781775759255,0.995177265162012,0.9933071490757153,0.9890130573694068
10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.001913e-09,0.004036015105814449,0.01798663003310763,0.2965720307467939,0.9933071490757153,0.9890130573694068
11,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.004736428561629928,0.017943840566480348,0.1,0.9933071490757153,0.9890130573694068
12,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.9833065e-05,0.0036457715623959873,0.01796371560326277,0.22109301246092009,0.9933071490757153,0.9890130573694068
13,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3252744e-06,0.0045588655685608525,0.017958719216350845,0.1333904242016301,0.9933071490757153,0.9890130573694068
14,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0032946875,0.004771735281273652,0.017937100262131262,0.1701125453379932,0.9933071490757153,0.9890130573694068
15,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.005190803886732893,0.017943099323066695,0.1,0.9933071490757153,0.9890130573694068
16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30148548,0.0040552893280653935,0.018018339276010032,0.2834258393885648,0.9933071490757153,0.9890130573694068
17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6150618e-09,0.0036422683906403696,0.018030149930407986,0.15675360789784248,0.9933071490757153,0.9890130573694068
18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11715195,0.003089160894181291,0.017977421674398694,0.1,0.9933071490757153,0.9890130573694068
19,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1935905e-08,0.004771598746017707,0.01793471341419194,0.35969960813053287,0.9933071490757153,0.9890130573694068
20,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.9585525e-07,0.004679806683420301,0.018026880503779152,0.2526004973023015,0.9933071490757153,0.9890130573694068
21,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.004851842039660183,0.018000857479563252,0.1,0.9933071490757153,0.9890130573694068
22,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0063146846,0.0033851516195086205,0.018004540781351618,0.12925661420844997,0.9933071490757153,0.9890130573694068
23,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2066521e-10,0.004527545778522816,0.018011160834375484,0.939788595961827,0.9933071490757153,0.9890130573694068
24,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1729469e-07,0.005208386099733371,0.01797045040202643,0.259175239892368,0.9933071490757153,0.9890130573694068
25,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025413955,0.005016746664784282,0.01800694394025431,0.21481111933112196,0.9933071490757153,0.9890130573694068
26,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0367063e-08,0.004607328373561003,0.01801368071388895,0.4439136511718502,0.9933071490757153,0.9890130573694068
27,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.005138579954180197,0.017970306518241982,0.1,0.9933071490757153,0.9890130573694068
28,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0367063e-08,0.004708783756249287,0.017966158959989476,0.4439136511718502,0.9933071490757153,0.9890130573694068
29,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.037502e-09,0.004140407365901103,0.018009917154296996,0.1,0.9933071490757153,0.9890130573694068
30,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.071255e-14,0.005809551284910186,0.01799848196471161,0.9986096562476681,0.9933071490757153,0.9890130573694068
31,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011465534,0.0038505180581909306,0.01800534100244194,0.1,0.9933071490757153,0.9890130573694068
32,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3671706e-09,0.0051929071861175945,0.018017869961445436,0.1,0.9933071490757153,0.9890130573694068
33,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.003926259963184978,0.018002153392372752,0.1,0.9933071490757153,0.9890130573694068
34,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5957105e-17,0.003307779154656633,0.018022834463977917,0.1,0.9933071490757153,0.9890130573694068
35,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5748764e-17,0.23778531787057322,0.23868876055271535,0.1,0.9933071490757153,0.9890130573694068
36,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0011557593,0.99999999999997,0.9640802022031237,0.1,0.9933071490757153,0.9890130573694068
37,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999919,0.99999999999997,0.9640429831853325,0.7409934440856922,0.9933071490757153,0.9890130573694068
38,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.6123146e-11,0.99999999999997,0.96401179237062,0.1,0.9933071490757153,0.9890130573694068
39,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.3677275e-11,0.99999999999997,0.9640783140655759,0.1,0.9933071490757153,0.9890130573694068
40,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.405236e-08,0.99999999999997,0.9641349741139043,0.9222013807325976,0.9933071490757153,0.9890130573694068
41,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.77657e-11,0.99999999999997,0.9641585863982269,0.1,0.9933071490757153,0.9890130573694068
42,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.433099e-05,0.99999999999997,0.9641360950809239,0.19235006285810632,0.9933071490757153,0.9890130573694068
43,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0903155,0.99999999999997,0.9640913736824875,0.3700030530472775,0.9933071490757153,0.9890130573694068
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991642,0.99999999999997,0.9640658963451442,0.913108161940057,0.9933071490757153,0.9890130573694068
45,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.4410857e-11,0.99999999999997,0.9639298209624165,0.17255688823687645,0.9933071490757153,0.9890130573694068
46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97199553,0.99999999999997,0.9640171788024848,0.38262189062097346,0.9933071490757153,0.9890130573694068
47,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9641141240469959,0.9356203240308668,0.9933071490757153,0.9890130573694068
48,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.7821687e-08,0.99999999999997,0.9639297045319845,0.48217265978625407,0.9933071490757153,0.9890130573694068
49,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.00014888577,0.99999999999997,0.9640261050103994,0.821126197328325,0.9933071490757153,0.9890130573694068
50,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999558,0.99999999999997,0.9641225694850762,0.1356424254939486,0.9933071490757153,0.9890130573694068
51,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.7592843e-15,0.99999999999997,0.963973433437895,0.1,0.9933071490757153,0.9890130573694068
52,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99870193,0.99999999999997,0.9640789205947828,0.21042055580707136,0.9933071490757153,0.9890130573694068
53,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9641334326690056,0.9728477728544321,0.9933071490757153,0.9890130573694068
54,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.9160705e-05,0.99999999999997,0.964096260328566,0.1,0.9933071490757153,0.9890130573694068
55,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,0.99999999999997,0.9640737436542801,0.9251645927175,0.9933071490757153,0.9890130573694068
56,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9.594866e-12,0.99999999999997,0.9641091818712066,0.17822310433545366,0.9933071490757153,0.9890130573694068
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996308,0.99999999999997,0.9640817307572251,0.908976512044179,0.9933071490757153,0.9890130573694068
58,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.010477611,0.99999999999997,0.9640006561181449,0.10008600845579162,0.9933071490757153,0.9890130573694068
59,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.005354708,0.99999999999997,0.9641536902137587,0.7456080200857192,0.9933071490757153,0.9890130573694068
60,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.9163646e-05,0.99999999999997,0.9641119262647924,0.7021116741553022,0.9933071490757153,0.9890130573694068
61,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.705567e-10,0.99999999999997,0.9641360124303194,0.4121549179379842,0.9933071490757153,0.9890130573694068
62,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9640668304867266,0.1,0.9933071490757153,0.9890130573694068
63,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985343,0.99999999999997,0.9640193978649416,0.9394338509809449,0.9933071490757153,0.9890130573694068
64,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.6945405e-09,0.99999999999997,0.9640948753970825,0.1,0.9933071490757153,0.9890130573694068
65,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9640767342533081,0.8187906195090563,0.9933071490757153,0.9890130573694068
66,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9640741712276811,0.11306788961428904,0.9933071490757153,0.9890130573694068
67,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.8599612e-07,0.99999999999997,0.9641568086273641,0.11479363442127533,0.9933071490757153,0.9890130573694068
68,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.9457537e-15,0.99999999999997,0.9640396106827541,0.170654626355783,0.9933071490757153,0.9890130573694068
69,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989323,0.99999999999997,0.9640833853498939,0.9906457162419323,0.9933071490757153,0.9890130573694068
70,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.344385e-15,0.99999999999997,0.9641151317333186,0.1,0.9933071490757153,0.9890130573694068
71,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82196635,0.99999999999997,0.9641329757626581,0.8741654418041908,0.9933071490757153,0.9890130573694068
72,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9416486,0.99999999999997,0.9641299134398867,0.8512166173764165,0.9933071490757153,0.9890130573694068
73,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9640336504824337,0.9861323896702582,0.9933071490757153,0.9890130573694068
74,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0133657e-09,0.99999999999997,0.9639908960859871,0.1,0.9933071490757153,0.9890130573694068
75,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973852,0.99999999999997,0.9640606891368291,0.9504279247805282,0.9933071490757153,0.9890130573694068
76,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.9595615e-08,0.99999999999997,0.9641010215452618,0.1,0.9933071490757153,0.9890130573694068
77,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9397574,0.99999999999997,0.9640442452280203,0.1379905277285295,0.9933071490757153,0.9890130573694068
78,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.1067052e-10,0.99999999999997,0.9640655064470895,0.13944035755249948,0.9933071490757153,0.9890130573694068
79,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.1944094e-10,0.99999999999997,0.9640464243280314,0.5453821919772069,0.9933071490757153,0.9890130573694068
80,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9.8037e-09,0.99999999999997,0.9640481028938779,0.44818213339569946,0.9933071490757153,0.9890130573694068
81,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0650898e-05,0.99999999999997,0.9641649674018092,0.1,0.9933071490757153,0.9890130573694068
82,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.036008526,0.99999999999997,0.9641355724169228,0.20856947024670078,0.9933071490757153,0.9890130573694068
83,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99575883,0.99999999999997,0.9641486702666611,0.9386769670266207,0.9933071490757153,0.9890130573694068
84,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83444583,0.99999999999997,0.9640527039791859,0.5060146762292803,0.9933071490757153,0.9890130573694068
85,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.4351018e-09,0.99999999999997,0.9641225079787222,0.1,0.9933071490757153,0.9890130573694068
86,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.872586e-13,0.99999999999997,0.9640863181899277,0.1,0.9933071490757153,0.9890130573694068
87,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998098,0.99999999999997,0.96415610193814,0.10009460411911421,0.9933071490757153,0.9890130573694068
88,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99739444,0.99999999999997,0.9641216666951207,0.46163247861562867,0.9933071490757153,0.9890130573694068
89,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9640788244413192,0.949393910032531,0.9933071490757153,0.9890130573694068
90,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99954563,0.99999999999997,0.9640486642642461,0.9864103640245755,0.9933071490757153,0.9890130573694068
91,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998807,0.99999999999997,0.9640324109006017,0.7319678447813935,0.9933071490757153,0.9890130573694068
92,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.1427893e-06,0.99999999999997,0.964086255860351,0.1,0.9933071490757153,0.9890130573694068
93,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9919701,0.99999999999997,0.9640456510198625,0.49031921215399654,0.9933071490757153,0.9890130573694068
94,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99987614,0.99999999999997,0.9640626218696824,0.14333952092513635,0.9933071490757153,0.9890130573694068
95,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.428899e-07,0.99999999999997,0.964057784141349,0.4370747985003241,0.9933071490757153,0.9890130573694068
96,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9640126111203863,0.1,0.9933071490757153,0.9890130573694068
97,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996406,0.99999999999997,0.9640695929216232,0.9970152945541723,0.9933071490757153,0.9890130573694068
98,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999106,0.99999999999997,0.9640737781407236,0.9982187203967682,0.9933071490757153,0.9890130573694068
