win_idx,label,acc_v,acc_m,acc_u,acc_fused,P_v,P_m,P_u,brightness,multipath_p,emi,w_v,w_m,w_u
460,0,1.0,0.0,1.0,1.0,2.5622915e-09,0.7844078762854647,0.01798716833736389,0.5803092792672624,0.0,20,0.9966805764282318,0.0066928509242848554,0.9890130573694068
461,0,1.0,0.0,1.0,1.0,2.1564578e-15,0.7844078758145454,0.01798923132070614,0.6922385620915033,0.0,20,0.9993790125041625,0.0066928509242848554,0.9890130573694068
462,0,1.0,0.0,1.0,1.0,1.4851382e-15,0.7844078762817698,0.017948270975246323,0.6418488409856696,0.0,20,0.9986785886380418,0.0066928509242848554,0.9890130573694068
463,0,1.0,0.0,1.0,1.0,7.9866375e-05,0.784407876206523,0.017982618107705232,0.4937396019013666,0.0,20,0.9879443629582322,0.0066928509242848554,0.9890130573694068
464,1,1.0,0.65,1.0,1.0,1.0,0.7844078685731289,0.6331944702629176,0.38979779411764703,0.0,20,0.9451616866659764,0.0066928509242848554,0.9890130573694068
465,0,1.0,0.48333333333333334,1.0,1.0,4.5332644e-11,0.7844078762167239,0.4754927916493466,0.3176143790849673,0.0,20,0.853736859333223,0.0066928509242848554,0.9890130573694068
466,0,1.0,0.0,1.0,1.0,2.5873053e-06,0.7844078762854387,0.017965628779471544,0.5890876170287934,0.0,20,0.9970889154958352,0.0066928509242848554,0.9890130573694068
467,0,1.0,0.0,1.0,1.0,2.1902733e-09,0.7844078762854583,0.018057371111110308,0.7372000009074554,0.0,20,0.9996835408911915,0.0066928509242848554,0.9890130573694068
468,0,1.0,0.0,1.0,1.0,0.002303975,0.7844078762854553,0.017968556646253967,0.2818067001357709,0.0,20,0.7733106914404314,0.0066928509242848554,0.9890130573694068
469,0,1.0,0.0,1.0,1.0,3.3103723e-13,0.7844078762842525,0.017944452527849743,0.5707072635521332,0.0,20,0.9961683049736185,0.0066928509242848554,0.9890130573694068
470,0,1.0,0.0,1.0,1.0,1.9715681e-07,0.7844078762852935,0.017992123983789632,0.6204613863089095,0.0,20,0.9981796796443329,0.0066928509242848554,0.9890130573694068
471,1,1.0,0.9833333333333333,1.0,1.0,0.9999021,0.7844078762854643,0.9116706837289251,0.4992648058815529,0.0,20,0.9888925770422511,0.0066928509242848554,0.9890130573694068
472,1,1.0,1.0,1.0,1.0,1.0,0.7844078737145533,0.9269411923151502,0.3218259953554071,0.0,20,0.8614504995742791,0.0066928509242848554,0.9890130573694068
473,1,1.0,1.0,1.0,1.0,0.9999999,0.7844078169002038,0.9269394545120674,0.6815495980581369,0.0,20,0.9992710993641868,0.0066928509242848554,0.9890130573694068
474,1,1.0,1.0,1.0,1.0,1.0,0.7844078570007895,0.9268792868018156,0.39501073066042336,0.0,20,0.9490763095770228,0.0066928509242848554,0.9890130573694068
475,1,1.0,1.0,1.0,1.0,1.0,0.7844078610687908,0.9268797592879728,0.6331907831223836,0.0,20,0.9984956092354293,0.0066928509242848554,0.9890130573694068
476,1,1.0,1.0,1.0,1.0,1.0,0.7844078618800994,0.9272055591114191,0.7763491366695932,0.0,20,0.9998240679993493,0.0066928509242848554,0.9890130573694068
